train_loss,val_loss,train_mse,val_mse,train_pearson,val_pearson,epoch,timestamp
0.0974205182492733,0.11614373858485903,0.09742052108049393,0.1097688302397728,-0.029885462958903153,-0.10913955650425548,0,2025-02-06T21:50:52.425128
0.10017920285463333,0.11521800820316587,0.10017920285463333,0.10878651589155197,-0.07431570540954494,-0.12062051068051692,1,2025-02-06T21:50:52.536687
0.09403282284736633,0.10015110139335905,0.09403282403945923,0.09548583626747131,-0.026207712872930857,0.0233227047768839,2,2025-02-06T21:50:52.651248
0.09026938453316688,0.09521653609616416,0.09026938676834106,0.09028113633394241,-0.02235373980271484,0.09436590211241848,3,2025-02-06T21:50:52.763994
0.0866873675584793,0.09674121758767537,0.0866873636841774,0.09544280171394348,0.01639357355616839,-0.0075605215762420165,4,2025-02-06T21:50:52.873878
0.087046869546175,0.09505836559193474,0.08704686909914017,0.09114356338977814,-0.008454337666343058,0.03626817736153065,5,2025-02-06T21:50:52.982169
0.08448487341403961,0.09519815977130618,0.08448487520217896,0.09437187016010284,0.022670076380982732,-0.044233473281002335,6,2025-02-06T21:50:53.092526
0.08370776072144509,0.09446877134697777,0.0837077647447586,0.0878899022936821,0.018158489578898835,0.08229529245644479,7,2025-02-06T21:50:53.203776
0.08416305720806122,0.09677046430962426,0.08416306227445602,0.09360525012016296,0.009875859770533168,-0.06405922135467251,8,2025-02-06T21:50:53.315318
0.0850087895989418,0.09161407500505447,0.08500879257917404,0.0890662893652916,-0.031069135558655633,0.024685254383336904,9,2025-02-06T21:50:53.424610
